date, pm10, o3, no2, so2
2019/5/30, , 30, 9, 2
2019/6/12, , 32, 6, 2
2019/6/16, , 34, 8, 2
2019/6/17, , 28, 8, 2
2019/6/18, , 29, 6, 2
2019/6/19, , 29, 7, 2
2019/6/20, , 26, 8, 2
2019/6/21, , 34, 10, 2
2019/6/22, , 35, 9, 2
2019/6/23, , 35, 6, 2
2019/6/24, , 34, 8, 2
2019/6/25, , 27, 7, 2
2019/6/26, , 22, 7, 2
2019/6/27, , 20, 7, 2
2019/6/28, , 29, 6, 2
2019/6/29, , 24, 5, 2
2019/6/30, , 23, 3, 2
2019/7/1, , 21, 6, 2
2019/1/7, , 9, 29, 10
2019/1/21, , 11, 36, 17
2019/3/1, , 14, 8, 5
2018/11/12, , 18, 14, 8
2018/11/13, , 15, 11, 5
2018/11/14, , 8, 12, 4
2018/8/17, , 35, 17, 2
2018/4/2, , 26, 13, 2
2018/6/12, , 25, 17, 
2018/1/1, , 18, 12, 2
2017/10/2, , 5, 6, 1
2017/10/3, , 5, 5, 
2017/10/4, , 5, 9, 1
2017/12/7, , 22, 9, 2
2017/12/8, , 21, 9, 2
2017/12/9, , 21, 9, 3
2017/12/10, , 22, 11, 2
2017/12/11, , 19, 13, 2
2017/12/12, , 17, 21, 5
2017/12/13, , 16, 24, 4
2017/9/26, , 6, 12, 1
2017/9/27, , 6, 8, 1
2017/9/28, , 6, 7, 
2017/9/29, , 6, 9, 
2017/9/30, , 6, 10, 1
2017/10/1, , 5, 6, 1
2017/4/19, , 24, 12, 3
2016/10/5, , 26, 8, 1
2016/11/3, , 16, 18, 4
2016/5/4, , 39, 8, 29
2017/7/25, , , 13, 1
2017/9/11, , , 8, 1
2016/1/4, , , , 2
2015/7/15, , , , 2
2015/4/20, , , , 1
2015/1/1, , , , 2
2015/2/15, , , , 1
2015/2/16, , , , 3
2014/11/11, , , , 5
2014/7/10, , , , 2
2014/8/11, , , , 1
2014/5/4, , , , 2
2014/5/5, , , , 2
2014/1/1, , , , 1
